order_id,order_date,order_timestamp,customer_id,channel,store_id,order_status,payment_method,promo_code,item_count,total_units,gross_subtotal,discount_amount,net_subtotal,shipping_fee,tax_amount,total_amount,currency,ship_city,ship_state,ship_postal_code,delivery_date
ORD-013286,2025-09-13,2025-09-13 14:28:07,C01428,In-Store,ST-010,Completed,Credit Card,,1,1,43.99,3.52,40.47,0.0,3.34,43.81,USD,N/A,N/A,N/A,2025-09-13
ORD-013287,2025-09-13,2025-09-13 21:21:33,C02761,In-Store,ST-001,Completed,Credit Card,,2,2,230.98,14.75,216.23,0.0,17.84,234.07,USD,N/A,N/A,N/A,2025-09-13
ORD-013288,2025-09-13,2025-09-13 18:21:29,C00612,Online,ST-999,Completed,Gift Card,,3,3,161.97,4.86,157.11,0.0,12.96,170.07,USD,Chicago,IL,60601,2025-09-16
ORD-013289,2025-09-13,2025-09-13 18:37:43,C00599,In-Store,ST-011,Cancelled,Debit Card,,1,4,8.64,0.0,8.64,0.0,0.71,9.35,USD,N/A,N/A,N/A,
ORD-013290,2025-09-13,2025-09-13 14:00:36,C02792,In-Store,ST-003,Completed,Credit Card,,2,7,205.93,26.39,179.54,0.0,14.81,194.35,USD,N/A,N/A,N/A,2025-09-13
ORD-013291,2025-09-14,2025-09-14 09:40:23,C02787,Online,ST-999,Completed,Debit Card,,2,4,1073.96,0.0,1073.96,0.0,88.6,1162.56,USD,Portland,OR,97205,2025-09-15
ORD-013292,2025-09-14,2025-09-14 15:12:25,C00753,In-Store,ST-011,Completed,Debit Card,,1,3,7.05,0.35,6.7,0.0,0.55,7.25,USD,N/A,N/A,N/A,2025-09-14
ORD-013293,2025-09-14,2025-09-14 12:21:52,C02460,Online,ST-999,Completed,Credit Card,,1,3,62.97,0.0,62.97,4.99,5.2,73.16,USD,Minneapolis,MN,55401,2025-09-21
ORD-013294,2025-09-14,2025-09-14 15:31:41,C01083,Online,ST-999,Completed,Debit Card,,1,1,16.99,1.7,15.29,9.99,1.26,26.54,USD,Atlanta,GA,30303,2025-09-16
ORD-013295,2025-09-14,2025-09-14 16:55:07,C02175,Online,ST-999,Completed,Credit Card,,1,1,22.99,1.84,21.15,6.99,1.74,29.88,USD,Austin,TX,78701,2025-09-17
ORD-013296,2025-09-14,2025-09-14 13:22:24,C00122,In-Store,ST-001,Completed,Debit Card,,2,2,268.98,0.0,268.98,0.0,22.19,291.17,USD,N/A,N/A,N/A,2025-09-14
ORD-013297,2025-09-14,2025-09-14 15:43:00,C02613,In-Store,ST-001,Completed,Debit Card,,2,4,43.96,1.32,42.64,0.0,3.52,46.16,USD,N/A,N/A,N/A,2025-09-14
ORD-013298,2025-09-14,2025-09-14 12:47:16,C02118,Online,ST-999,Completed,Credit Card,,3,4,942.32,139.12,803.2,0.0,66.26,869.46,USD,Minneapolis,MN,55401,2025-09-16
ORD-013299,2025-09-14,2025-09-14 14:00:44,C00117,Online,ST-999,Completed,PayPal,,4,5,399.95,39.45,360.5,0.0,29.74,390.24,USD,Portland,OR,97205,2025-09-19
ORD-013300,2025-09-14,2025-09-14 21:00:41,C00343,Online,ST-999,Completed,Apple Pay,,3,3,408.97,5.55,403.42,0.0,33.28,436.7,USD,Philadelphia,PA,19106,2025-09-16
ORD-013301,2025-09-14,2025-09-14 12:02:00,C02462,Online,ST-999,Completed,Debit Card,,5,7,248.93,4.0,244.93,0.0,20.21,265.14,USD,Phoenix,AZ,85004,2025-09-17
ORD-013302,2025-09-14,2025-09-14 21:19:11,C00997,Online,ST-999,Completed,Credit Card,,2,3,36.97,3.51,33.46,4.99,2.76,41.21,USD,Austin,TX,78701,2025-09-16
ORD-013303,2025-09-14,2025-09-14 14:09:28,C01039,Online,ST-999,Completed,Credit Card,,1,3,131.97,3.96,128.01,0.0,10.56,138.57,USD,New York,NY,10007,2025-09-17
ORD-013304,2025-09-14,2025-09-14 15:22:35,C01677,In-Store,ST-009,Completed,Credit Card,,2,3,314.97,0.0,314.97,0.0,25.99,340.96,USD,N/A,N/A,N/A,2025-09-14
ORD-013305,2025-09-14,2025-09-14 19:05:03,C02321,Online,ST-999,Completed,Credit Card,,1,1,67.99,3.4,64.59,4.99,5.33,74.91,USD,Atlanta,GA,30303,2025-09-16
ORD-013306,2025-09-14,2025-09-14 08:21:48,C00121,In-Store,ST-008,Completed,Cash,,1,1,16.99,1.36,15.63,0.0,1.29,16.92,USD,N/A,N/A,N/A,2025-09-14
ORD-013307,2025-09-14,2025-09-14 15:56:08,C01665,Online,ST-999,Completed,Credit Card,,3,4,166.96,9.05,157.91,0.0,13.03,170.94,USD,San Jose,CA,95113,2025-09-18
ORD-013308,2025-09-14,2025-09-14 10:27:39,C00956,In-Store,ST-002,Completed,Debit Card,,4,6,371.3,10.6,360.7,0.0,29.76,390.46,USD,N/A,N/A,N/A,2025-09-14
ORD-013309,2025-09-14,2025-09-14 13:20:08,C00332,In-Store,ST-012,Completed,Credit Card,,1,1,112.99,0.0,112.99,0.0,9.32,122.31,USD,N/A,N/A,N/A,2025-09-14
ORD-013310,2025-09-14,2025-09-14 08:26:40,C01276,Online,ST-999,Completed,Gift Card,,1,1,31.99,1.6,30.39,4.99,2.51,37.89,USD,Chicago,IL,60601,2025-09-16
ORD-013311,2025-09-14,2025-09-14 19:33:10,C01184,Online,ST-999,Cancelled,Credit Card,,1,1,334.99,67.0,267.99,0.0,22.11,290.1,USD,Atlanta,GA,30303,
ORD-013312,2025-09-14,2025-09-14 19:42:28,C01053,Online,ST-999,Completed,Apple Pay,,1,1,70.99,12.78,58.21,9.99,4.8,73.0,USD,Los Angeles,CA,90012,2025-09-17
ORD-013313,2025-09-14,2025-09-14 08:53:09,C01673,Online,ST-999,Completed,Credit Card,,1,1,3.67,0.11,3.56,9.99,0.29,13.84,USD,Minneapolis,MN,55401,2025-09-16
ORD-013314,2025-09-14,2025-09-14 19:50:45,C02516,Online,ST-999,Completed,Credit Card,,1,1,26.99,6.21,20.78,4.99,1.71,27.48,USD,Los Angeles,CA,90012,2025-09-15
ORD-013315,2025-09-14,2025-09-14 22:39:46,C01156,Online,ST-999,Completed,Debit Card,,1,1,75.99,0.0,75.99,0.0,6.27,82.26,USD,Boston,MA,02108,2025-09-16
ORD-013316,2025-09-14,2025-09-14 11:29:06,C00072,Online,ST-999,Completed,Gift Card,,4,5,382.95,44.35,338.6,0.0,27.93,366.53,USD,Los Angeles,CA,90012,2025-09-18
ORD-013317,2025-09-14,2025-09-14 13:30:10,C01800,Online,ST-999,Completed,PayPal,,1,2,19.98,1.0,18.98,6.99,1.57,27.54,USD,Boston,MA,02108,2025-09-16
ORD-013318,2025-09-14,2025-09-14 19:19:15,C02684,In-Store,ST-006,Completed,Debit Card,,1,3,65.97,1.98,63.99,0.0,5.28,69.27,USD,N/A,N/A,N/A,2025-09-14
ORD-013319,2025-09-14,2025-09-14 15:04:08,C00750,In-Store,ST-004,Completed,Cash,,2,4,208.96,1.4,207.56,0.0,17.12,224.68,USD,N/A,N/A,N/A,2025-09-14
ORD-013320,2025-09-14,2025-09-14 16:21:19,C01968,Online,ST-999,Completed,PayPal,,1,2,157.98,4.74,153.24,0.0,12.64,165.88,USD,New York,NY,10007,2025-09-21
ORD-013321,2025-09-14,2025-09-14 09:52:10,C01474,Online,ST-999,Completed,Credit Card,,1,5,169.95,5.1,164.85,0.0,13.6,178.45,USD,Chicago,IL,60601,2025-09-18
ORD-013322,2025-09-14,2025-09-14 11:04:46,C01000,In-Store,ST-010,Completed,Debit Card,,3,3,226.97,11.35,215.62,0.0,17.79,233.41,USD,N/A,N/A,N/A,2025-09-14
ORD-013323,2025-09-14,2025-09-14 16:06:32,C01649,In-Store,ST-007,Completed,Gift Card,,1,1,89.99,7.2,82.79,0.0,6.83,89.62,USD,N/A,N/A,N/A,2025-09-14
ORD-013324,2025-09-14,2025-09-14 07:05:49,C01036,Online,ST-999,Completed,Debit Card,,1,1,70.99,7.1,63.89,9.99,5.27,79.15,USD,Columbus,OH,43215,2025-09-19
ORD-013325,2025-09-15,2025-09-15 20:44:08,C01510,In-Store,ST-009,Completed,Debit Card,,2,4,125.96,22.58,103.38,0.0,8.53,111.91,USD,N/A,N/A,N/A,2025-09-15
ORD-013326,2025-09-15,2025-09-15 18:11:00,C02916,In-Store,ST-011,Completed,Credit Card,,2,2,52.98,0.0,52.98,0.0,4.37,57.35,USD,N/A,N/A,N/A,2025-09-15
ORD-013327,2025-09-15,2025-09-15 19:37:39,C02120,In-Store,ST-010,Completed,Cash,,5,7,1253.93,59.02,1194.91,0.0,98.58,1293.49,USD,N/A,N/A,N/A,2025-09-15
ORD-013328,2025-09-15,2025-09-15 11:38:34,C01604,Online,ST-999,Completed,Debit Card,,2,4,620.96,118.8,502.16,0.0,41.43,543.59,USD,Seattle,WA,98101,2025-09-19
ORD-013329,2025-09-15,2025-09-15 13:20:58,C00952,Online,ST-999,Completed,PayPal,,5,9,136.27,6.82,129.45,0.0,10.68,140.13,USD,Denver,CO,80202,2025-09-16
ORD-013330,2025-09-15,2025-09-15 16:01:14,C02977,Online,ST-999,Completed,Apple Pay,,5,12,543.88,0.0,543.88,0.0,44.87,588.75,USD,San Jose,CA,95113,2025-09-22
ORD-013331,2025-09-15,2025-09-15 12:16:54,C02746,Online,ST-999,Completed,Credit Card,,1,3,245.97,0.0,245.97,0.0,20.29,266.26,USD,Seattle,WA,98101,2025-09-20
ORD-013332,2025-09-15,2025-09-15 17:46:08,C02579,In-Store,ST-004,Completed,Credit Card,,2,2,171.98,23.0,148.98,0.0,12.29,161.27,USD,N/A,N/A,N/A,2025-09-15
ORD-013333,2025-09-15,2025-09-15 08:33:26,C01772,Online,ST-999,Completed,Credit Card,,3,8,459.92,55.19,404.73,0.0,33.39,438.12,USD,Philadelphia,PA,19106,2025-09-18
ORD-013334,2025-09-15,2025-09-15 17:30:47,C02746,In-Store,ST-004,Completed,Apple Pay,,1,1,102.99,0.0,102.99,0.0,8.5,111.49,USD,N/A,N/A,N/A,2025-09-15
ORD-013335,2025-09-15,2025-09-15 15:02:27,C02248,Online,ST-999,Completed,Credit Card,,2,2,25.58,3.48,22.1,6.99,1.82,30.91,USD,Miami,FL,33130,2025-09-18
ORD-013336,2025-09-15,2025-09-15 18:25:11,C01987,Online,ST-999,Completed,Debit Card,,1,1,93.99,0.0,93.99,0.0,7.75,101.74,USD,Boston,MA,02108,2025-09-18
ORD-013337,2025-09-15,2025-09-15 15:01:48,C00680,In-Store,ST-004,Completed,Credit Card,,3,4,168.96,11.5,157.46,0.0,12.99,170.45,USD,N/A,N/A,N/A,2025-09-15
ORD-013338,2025-09-15,2025-09-15 21:46:23,C01233,In-Store,ST-005,Completed,Credit Card,,2,3,720.97,103.5,617.47,0.0,50.94,668.41,USD,N/A,N/A,N/A,2025-09-15
ORD-013339,2025-09-15,2025-09-15 07:37:28,C01238,In-Store,ST-004,Completed,Debit Card,,1,1,22.99,3.45,19.54,0.0,1.61,21.15,USD,N/A,N/A,N/A,2025-09-15
ORD-013340,2025-09-15,2025-09-15 19:28:03,C01058,In-Store,ST-008,Completed,Credit Card,,2,3,341.97,31.56,310.41,0.0,25.61,336.02,USD,N/A,N/A,N/A,2025-09-15
ORD-013341,2025-09-15,2025-09-15 14:55:40,C01231,In-Store,ST-011,Completed,Debit Card,,2,10,204.9,8.5,196.4,0.0,16.2,212.6,USD,N/A,N/A,N/A,2025-09-15
ORD-013342,2025-09-15,2025-09-15 17:06:42,C02661,In-Store,ST-007,Completed,Credit Card,,3,5,442.95,13.29,429.66,0.0,35.45,465.11,USD,N/A,N/A,N/A,2025-09-15
ORD-013343,2025-09-15,2025-09-15 10:08:59,C01138,Online,ST-999,Completed,Credit Card,,3,4,212.96,23.94,189.02,0.0,15.59,204.61,USD,Columbus,OH,43215,2025-09-18
ORD-013344,2025-09-15,2025-09-15 20:33:24,C00238,Online,ST-999,Completed,Credit Card,,1,1,143.99,14.4,129.59,0.0,10.69,140.28,USD,Atlanta,GA,30303,2025-09-18
ORD-013345,2025-09-15,2025-09-15 10:15:48,C01487,In-Store,ST-003,Completed,Debit Card,,1,1,19.99,1.0,18.99,0.0,1.57,20.56,USD,N/A,N/A,N/A,2025-09-15
ORD-013346,2025-09-15,2025-09-15 12:26:03,C01907,Online,ST-999,Completed,Apple Pay,,2,4,291.96,0.0,291.96,0.0,24.09,316.05,USD,Atlanta,GA,30303,2025-09-18
ORD-013347,2025-09-15,2025-09-15 10:00:20,C00191,In-Store,ST-003,Completed,Apple Pay,,3,4,62.32,0.0,62.32,0.0,5.14,67.46,USD,N/A,N/A,N/A,2025-09-15
ORD-013348,2025-09-15,2025-09-15 08:07:53,C01705,Online,ST-999,Completed,PayPal,,2,4,1187.96,61.2,1126.76,0.0,92.96,1219.72,USD,Minneapolis,MN,55401,2025-09-20
ORD-013349,2025-09-15,2025-09-15 18:32:46,C01197,In-Store,ST-010,Completed,Debit Card,,1,1,192.99,0.0,192.99,0.0,15.92,208.91,USD,N/A,N/A,N/A,2025-09-15
ORD-013350,2025-09-15,2025-09-15 13:52:48,C01114,Online,ST-999,Completed,Credit Card,,1,1,17.99,0.0,17.99,4.99,1.48,24.46,USD,Boston,MA,02108,2025-09-17
ORD-013351,2025-09-15,2025-09-15 18:33:25,C02337,Online,ST-999,Completed,Credit Card,,1,1,334.99,0.0,334.99,0.0,27.64,362.63,USD,Portland,OR,97205,2025-09-16
ORD-013352,2025-09-15,2025-09-15 11:32:42,C01742,In-Store,ST-011,Completed,Credit Card,,1,1,33.99,1.02,32.97,0.0,2.72,35.69,USD,N/A,N/A,N/A,2025-09-15
ORD-013353,2025-09-16,2025-09-16 13:18:05,C01399,In-Store,ST-010,Completed,Apple Pay,,1,2,145.98,26.28,119.7,0.0,9.88,129.58,USD,N/A,N/A,N/A,2025-09-16
ORD-013354,2025-09-16,2025-09-16 19:18:54,C00664,Online,ST-999,Completed,PayPal,,2,3,296.97,0.0,296.97,0.0,24.5,321.47,USD,Philadelphia,PA,19106,2025-09-17
ORD-013355,2025-09-16,2025-09-16 09:40:41,C00608,Online,ST-999,Completed,Apple Pay,,2,3,59.97,12.2,47.77,6.99,3.94,58.7,USD,Minneapolis,MN,55401,2025-09-19
ORD-013356,2025-09-16,2025-09-16 12:20:30,C01748,Online,ST-999,Completed,PayPal,,2,2,426.98,0.0,426.98,0.0,35.23,462.21,USD,Phoenix,AZ,85004,2025-09-18
ORD-013357,2025-09-16,2025-09-16 13:56:30,C02569,Online,ST-999,Completed,Gift Card,,3,5,356.95,28.56,328.39,0.0,27.09,355.48,USD,Denver,CO,80202,2025-09-19
ORD-013358,2025-09-16,2025-09-16 16:04:03,C01423,Online,ST-999,Completed,Credit Card,,5,7,627.93,24.19,603.74,0.0,49.81,653.55,USD,Boston,MA,02108,2025-09-20
ORD-013359,2025-09-16,2025-09-16 07:08:14,C02888,Online,ST-999,Completed,Debit Card,,1,1,575.99,28.8,547.19,0.0,45.14,592.33,USD,Phoenix,AZ,85004,2025-09-19
ORD-013360,2025-09-16,2025-09-16 07:46:50,C00855,Online,ST-999,Completed,Apple Pay,,5,6,438.94,35.4,403.54,0.0,33.29,436.83,USD,Seattle,WA,98101,2025-09-19
ORD-013361,2025-09-16,2025-09-16 15:20:24,C00053,Online,ST-999,Completed,Credit Card,,5,6,286.94,14.16,272.78,0.0,22.5,295.28,USD,Phoenix,AZ,85004,2025-09-18
ORD-013362,2025-09-16,2025-09-16 22:48:38,C02692,In-Store,ST-012,Completed,Credit Card,,2,4,57.96,0.0,57.96,0.0,4.78,62.74,USD,N/A,N/A,N/A,2025-09-16
ORD-013363,2025-09-16,2025-09-16 07:03:16,C02035,Online,ST-999,Completed,Apple Pay,,2,2,103.98,5.2,98.78,0.0,8.15,106.93,USD,Denver,CO,80202,2025-09-23
ORD-013364,2025-09-16,2025-09-16 15:32:46,C00919,Online,ST-999,Completed,PayPal,,2,2,58.98,0.0,58.98,9.99,4.87,73.84,USD,San Jose,CA,95113,2025-09-17
ORD-013365,2025-09-16,2025-09-16 12:00:23,C00820,In-Store,ST-009,Completed,Debit Card,,1,2,47.98,0.0,47.98,0.0,3.96,51.94,USD,N/A,N/A,N/A,2025-09-16
ORD-013366,2025-09-16,2025-09-16 11:57:58,C02195,Online,ST-999,Completed,Debit Card,,2,2,173.98,25.2,148.78,0.0,12.27,161.05,USD,Los Angeles,CA,90012,2025-09-17
ORD-013367,2025-09-16,2025-09-16 06:49:20,C00114,Online,ST-999,Completed,Credit Card,,1,1,125.99,3.78,122.21,0.0,10.08,132.29,USD,San Jose,CA,95113,2025-09-19
ORD-013368,2025-09-16,2025-09-16 19:24:48,C00185,Online,ST-999,Completed,PayPal,,5,6,330.94,21.35,309.59,0.0,25.54,335.13,USD,Denver,CO,80202,2025-09-23
ORD-013369,2025-09-16,2025-09-16 23:43:45,C00528,Online,ST-999,Completed,Credit Card,,3,8,75.13,2.1,73.03,6.99,6.02,86.04,USD,Los Angeles,CA,90012,2025-09-19
ORD-013370,2025-09-16,2025-09-16 18:53:26,C01253,In-Store,ST-009,Completed,Credit Card,,2,3,60.31,6.46,53.85,0.0,4.44,58.29,USD,N/A,N/A,N/A,2025-09-16
ORD-013371,2025-09-16,2025-09-16 19:43:22,C02691,Online,ST-999,Completed,PayPal,,2,3,277.97,13.9,264.07,0.0,21.79,285.86,USD,Portland,OR,97205,2025-09-21
ORD-013372,2025-09-16,2025-09-16 13:47:06,C00105,In-Store,ST-010,Completed,Credit Card,,2,2,38.98,1.17,37.81,0.0,3.12,40.93,USD,N/A,N/A,N/A,2025-09-16
ORD-013373,2025-09-16,2025-09-16 20:17:33,C02130,Online,ST-999,Completed,Credit Card,,1,2,313.98,0.0,313.98,0.0,25.9,339.88,USD,Miami,FL,33130,2025-09-23
ORD-013374,2025-09-16,2025-09-16 16:35:37,C00014,Online,ST-999,Completed,PayPal,,1,2,97.98,0.0,97.98,0.0,8.08,106.06,USD,Portland,OR,97205,2025-09-18
ORD-013375,2025-09-16,2025-09-16 18:40:33,C00045,Online,ST-999,Completed,Credit Card,,2,2,143.98,4.32,139.66,0.0,11.52,151.18,USD,Miami,FL,33130,2025-09-18
ORD-013376,2025-09-17,2025-09-17 12:12:36,C02377,In-Store,ST-003,Completed,Debit Card,,2,2,643.98,0.0,643.98,0.0,53.13,697.11,USD,N/A,N/A,N/A,2025-09-17
ORD-013377,2025-09-17,2025-09-17 20:07:22,C02912,Online,ST-999,Completed,PayPal,,1,1,25.99,0.78,25.21,9.99,2.08,37.28,USD,Phoenix,AZ,85004,2025-09-19
ORD-013378,2025-09-17,2025-09-17 14:50:07,C01063,In-Store,ST-008,Completed,Credit Card,,3,8,646.92,19.41,627.51,0.0,51.77,679.28,USD,N/A,N/A,N/A,2025-09-17
ORD-013379,2025-09-17,2025-09-17 19:10:13,C02802,Online,ST-999,Completed,Debit Card,,5,10,304.9,4.75,300.15,0.0,24.76,324.91,USD,Phoenix,AZ,85004,2025-09-19
ORD-013380,2025-09-17,2025-09-17 09:47:09,C02238,Online,ST-999,Completed,Gift Card,,2,3,64.97,0.0,64.97,4.99,5.36,75.32,USD,Minneapolis,MN,55401,2025-09-21
ORD-013381,2025-09-17,2025-09-17 17:35:30,C02891,In-Store,ST-009,Completed,Debit Card,,1,2,141.98,4.26,137.72,0.0,11.36,149.08,USD,N/A,N/A,N/A,2025-09-17
ORD-013382,2025-09-17,2025-09-17 12:16:59,C02215,Online,ST-999,Completed,Credit Card,,2,2,79.98,7.4,72.58,6.99,5.99,85.56,USD,Los Angeles,CA,90012,2025-09-24
ORD-013383,2025-09-17,2025-09-17 19:32:10,C02638,Online,ST-999,Completed,PayPal,,1,1,109.99,16.5,93.49,0.0,7.71,101.2,USD,Phoenix,AZ,85004,2025-09-20
ORD-013384,2025-09-17,2025-09-17 21:17:06,C02734,Online,ST-999,Cancelled,PayPal,,5,6,845.94,53.43,792.51,0.0,65.38,857.89,USD,Chicago,IL,60601,
ORD-013385,2025-09-17,2025-09-17 13:24:39,C00966,Online,ST-999,Completed,Credit Card,,1,1,36.99,1.11,35.88,9.99,2.96,48.83,USD,Miami,FL,33130,2025-09-18
ORD-013386,2025-09-17,2025-09-17 11:26:53,C00480,Online,ST-999,Completed,PayPal,,2,3,456.97,22.85,434.12,0.0,35.81,469.93,USD,Minneapolis,MN,55401,2025-09-22
ORD-013387,2025-09-17,2025-09-17 11:46:13,C01431,Online,ST-999,Completed,Debit Card,,1,1,156.99,12.56,144.43,0.0,11.92,156.35,USD,Minneapolis,MN,55401,2025-09-20
ORD-013388,2025-09-17,2025-09-17 14:40:40,C01092,Online,ST-999,Completed,Debit Card,,2,3,566.97,17.01,549.96,0.0,45.37,595.33,USD,Denver,CO,80202,2025-09-20
ORD-013389,2025-09-17,2025-09-17 11:00:59,C02919,Online,ST-999,Completed,Credit Card,,1,1,30.99,1.55,29.44,4.99,2.43,36.86,USD,Atlanta,GA,30303,2025-09-19
ORD-013390,2025-09-17,2025-09-17 09:16:46,C02673,Online,ST-999,Completed,Credit Card,,1,2,17.98,0.54,17.44,4.99,1.44,23.87,USD,San Jose,CA,95113,2025-09-24
ORD-013391,2025-09-17,2025-09-17 09:58:48,C02675,In-Store,ST-004,Completed,Cash,,4,6,497.94,2.7,495.24,0.0,40.86,536.1,USD,N/A,N/A,N/A,2025-09-17
ORD-013392,2025-09-17,2025-09-17 11:49:04,C02000,In-Store,ST-005,Completed,Debit Card,,1,1,23.99,0.0,23.99,0.0,1.98,25.97,USD,N/A,N/A,N/A,2025-09-17
ORD-013393,2025-09-17,2025-09-17 11:46:47,C02400,Online,ST-999,Completed,Apple Pay,,2,2,25.66,5.68,19.98,4.99,1.65,26.62,USD,Seattle,WA,98101,2025-09-22
ORD-013394,2025-09-17,2025-09-17 13:28:34,C00105,Online,ST-999,Completed,PayPal,,3,5,130.95,12.33,118.62,0.0,9.79,128.41,USD,Seattle,WA,98101,2025-09-24
ORD-013395,2025-09-17,2025-09-17 16:36:22,C01581,In-Store,ST-004,Completed,Credit Card,,2,3,57.97,4.64,53.33,0.0,4.4,57.73,USD,N/A,N/A,N/A,2025-09-17
ORD-013396,2025-09-17,2025-09-17 22:47:25,C00042,In-Store,ST-011,Completed,Credit Card,,1,1,17.99,0.9,17.09,0.0,1.41,18.5,USD,N/A,N/A,N/A,2025-09-17
ORD-013397,2025-09-17,2025-09-17 12:51:36,C02223,In-Store,ST-004,Completed,Gift Card,,1,3,278.97,13.95,265.02,0.0,21.86,286.88,USD,N/A,N/A,N/A,2025-09-17
ORD-013398,2025-09-17,2025-09-17 13:20:07,C01449,Online,ST-999,Completed,Debit Card,,2,5,242.95,12.15,230.8,0.0,19.04,249.84,USD,San Jose,CA,95113,2025-09-19
ORD-013399,2025-09-17,2025-09-17 14:40:37,C02373,In-Store,ST-003,Completed,Debit Card,,4,8,420.92,21.05,399.87,0.0,32.99,432.86,USD,N/A,N/A,N/A,2025-09-17
ORD-013400,2025-09-17,2025-09-17 13:45:29,C02729,Online,ST-999,Completed,Credit Card,,4,5,129.95,2.4,127.55,0.0,10.52,138.07,USD,Portland,OR,97205,2025-09-19
ORD-013401,2025-09-17,2025-09-17 19:04:28,C02259,Online,ST-999,Completed,Debit Card,,2,5,181.95,5.46,176.49,0.0,14.56,191.05,USD,Minneapolis,MN,55401,2025-09-20
ORD-013402,2025-09-17,2025-09-17 14:00:57,C00527,In-Store,ST-001,Completed,Credit Card,,3,3,180.97,14.05,166.92,0.0,13.77,180.69,USD,N/A,N/A,N/A,2025-09-17
ORD-013403,2025-09-17,2025-09-17 14:03:15,C00430,Online,ST-999,Completed,PayPal,,1,1,70.99,16.33,54.66,4.99,4.51,64.16,USD,Philadelphia,PA,19106,2025-09-19
ORD-013404,2025-09-17,2025-09-17 07:55:16,C00027,Online,ST-999,Completed,Credit Card,,1,1,34.99,2.8,32.19,9.99,2.66,44.84,USD,Chicago,IL,60601,2025-09-18
ORD-013405,2025-09-17,2025-09-17 12:08:53,C02002,In-Store,ST-010,Completed,Cash,,4,7,800.93,24.03,776.9,0.0,64.09,840.99,USD,N/A,N/A,N/A,2025-09-17
ORD-013406,2025-09-18,2025-09-18 16:28:04,C00195,In-Store,ST-012,Completed,Credit Card,,1,2,11.98,0.6,11.38,0.0,0.94,12.32,USD,N/A,N/A,N/A,2025-09-18
ORD-013407,2025-09-18,2025-09-18 13:24:21,C00349,In-Store,ST-012,Completed,Cash,,3,7,529.93,0.0,529.93,0.0,43.72,573.65,USD,N/A,N/A,N/A,2025-09-18
ORD-013408,2025-09-18,2025-09-18 22:37:07,C01770,In-Store,ST-001,Completed,Debit Card,,1,1,47.99,3.84,44.15,0.0,3.64,47.79,USD,N/A,N/A,N/A,2025-09-18
ORD-013409,2025-09-18,2025-09-18 11:54:20,C01675,Online,ST-999,Completed,Credit Card,,1,1,92.99,0.0,92.99,0.0,7.67,100.66,USD,Dallas,TX,75201,2025-09-21
ORD-013410,2025-09-18,2025-09-18 15:57:24,C01456,Online,ST-999,Completed,Credit Card,,1,1,156.99,7.85,149.14,0.0,12.3,161.44,USD,Dallas,TX,75201,2025-09-20
ORD-013411,2025-09-18,2025-09-18 08:25:35,C01364,Online,ST-999,Cancelled,PayPal,,6,16,1637.84,13.49,1624.35,0.0,134.01,1758.36,USD,Denver,CO,80202,
ORD-013412,2025-09-18,2025-09-18 21:08:08,C00083,In-Store,ST-006,Completed,Credit Card,,2,2,182.98,9.15,173.83,0.0,14.34,188.17,USD,N/A,N/A,N/A,2025-09-18
ORD-013413,2025-09-18,2025-09-18 21:48:30,C01077,Online,ST-999,Completed,Credit Card,,2,4,226.96,0.8,226.16,0.0,18.66,244.82,USD,Portland,OR,97205,2025-09-20
ORD-013414,2025-09-18,2025-09-18 07:50:03,C00868,In-Store,ST-004,Completed,Credit Card,,1,2,33.98,0.0,33.98,0.0,2.8,36.78,USD,N/A,N/A,N/A,2025-09-18
ORD-013415,2025-09-18,2025-09-18 12:22:03,C00379,Online,ST-999,Completed,Credit Card,,5,8,820.26,65.63,754.63,0.0,62.26,816.89,USD,New York,NY,10007,2025-09-23
ORD-013416,2025-09-18,2025-09-18 19:16:30,C01722,In-Store,ST-009,Completed,Debit Card,,1,2,1285.98,295.78,990.2,0.0,81.69,1071.89,USD,N/A,N/A,N/A,2025-09-18
ORD-013417,2025-09-18,2025-09-18 13:05:59,C01419,Online,ST-999,Completed,Gift Card,,4,7,160.93,18.87,142.06,0.0,11.72,153.78,USD,Austin,TX,78701,2025-09-21
ORD-013418,2025-09-18,2025-09-18 18:53:40,C01795,Online,ST-999,Completed,PayPal,,2,2,27.98,4.24,23.74,4.99,1.96,30.69,USD,Portland,OR,97205,2025-09-20
ORD-013419,2025-09-18,2025-09-18 18:56:58,C00173,Online,ST-999,Completed,Debit Card,,1,1,50.99,4.08,46.91,9.99,3.87,60.77,USD,Austin,TX,78701,2025-09-20
ORD-013420,2025-09-18,2025-09-18 07:58:17,C01821,In-Store,ST-001,Completed,Debit Card,,4,4,725.96,0.7,725.26,0.0,59.83,785.09,USD,N/A,N/A,N/A,2025-09-18
ORD-013421,2025-09-18,2025-09-18 14:58:13,C00384,In-Store,ST-012,Completed,Credit Card,,5,9,480.91,8.2,472.71,0.0,39.0,511.71,USD,N/A,N/A,N/A,2025-09-18
ORD-013422,2025-09-18,2025-09-18 11:46:29,C02167,In-Store,ST-010,Completed,Credit Card,,2,2,182.66,5.48,177.18,0.0,14.62,191.8,USD,N/A,N/A,N/A,2025-09-18
ORD-013423,2025-09-18,2025-09-18 15:46:40,C01585,Online,ST-999,Completed,Credit Card,,1,1,48.99,0.0,48.99,9.99,4.04,63.02,USD,New York,NY,10007,2025-09-21
